timestamp,device_id,device_type,cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,label
18:28.5,thermostat_15,thermostat,57.05,22.89,409,433,183,396.55,3,10,0,10.68,Normal
18:29.5,thermostat_41,thermostat,68.94,82.65,1366,326,894,426.14,1,3,1,17.69,Normal
18:30.5,thermostat_42,thermostat,52.76,24.37,1493,474,191,103.04,5,1,0,3.5,Normal
18:31.5,smart_light_18,smart,51.59,65.29,1423,557,976,494.68,6,0,1,6.05,Normal
18:32.5,smart_light_38,smart,78.24,13.99,666,954,981,353.79,3,6,1,17.07,Normal
18:33.5,thermostat_6,thermostat,62.62,74.83,1046,527,120,352.04,2,7,0,1.31,Anomaly_DoS
18:34.5,camera_19,camera,33.42,33.78,1488,849,990,390.77,5,3,1,5.68,Normal
18:35.5,camera_19,camera,27.94,27.57,1293,600,453,316.25,1,10,1,9.5,Normal
18:36.5,camera_12,camera,11.28,65.86,44,1060,204,410.02,3,3,0,18.09,Normal
18:37.5,camera_6,camera,69.09,25.75,1328,40,622,423.81,2,4,1,0.9,Anomaly_Injection
18:38.5,sensor_10,sensor,81.1,32.23,1001,1258,114,201.17,7,1,0,1.53,Normal
18:39.5,camera_16,camera,69.87,76.05,1194,366,839,351.25,7,8,1,14.95,Normal
18:40.5,sensor_33,sensor,45.99,77.58,194,1438,11,388.77,2,1,1,1.29,Anomaly_DoS
18:41.5,camera_17,camera,49.94,48.53,1006,895,36,118.11,7,5,0,18.85,Normal
18:42.5,thermostat_10,thermostat,71.29,83.92,195,1438,377,288.99,9,5,0,8.95,Normal
18:43.5,sensor_26,sensor,35.18,69.31,1060,42,487,463.13,5,1,1,12.27,Normal
18:44.5,thermostat_22,thermostat,49.03,53.95,450,312,395,131.5,9,10,1,2.97,Normal
18:45.5,thermostat_13,thermostat,29.2,69.2,162,1197,580,241.07,8,5,0,7.97,Normal
18:46.5,sensor_34,sensor,31.88,50.73,841,193,786,199.62,2,0,1,1.99,Normal
18:47.5,camera_32,camera,55.21,38.04,482,695,793,101.84,2,2,0,17.42,Anomaly_Spoofing
18:48.5,sensor_49,sensor,74.91,22.27,842,820,775,178.02,1,2,1,3.74,Normal
18:49.5,smart_light_38,smart,26.96,44.88,760,315,322,396.39,1,0,1,14.87,Normal
18:50.5,smart_light_47,smart,88.22,67.11,1398,402,520,219.02,3,7,1,0.81,Normal
18:51.5,camera_27,camera,70.75,64.34,853,1461,867,290.07,9,9,1,11.19,Normal
18:52.5,sensor_14,sensor,77,47.6,1211,675,573,114.03,6,6,1,15.96,Normal
18:53.5,sensor_2,sensor,77.01,67.67,26,1399,63,360.43,8,4,0,15.34,Normal
18:54.5,sensor_15,sensor,71.75,26.77,139,715,633,415.71,4,8,0,16.48,Normal
18:55.5,camera_8,camera,50.13,68.96,348,1149,216,58.88,8,8,0,15.63,Normal
18:56.5,camera_33,camera,18.82,41.92,56,1085,780,342.15,5,2,1,2.72,Normal
18:57.5,smart_light_8,smart,89,29.21,1259,123,194,349.92,1,8,1,0.14,Normal
18:58.5,smart_light_29,smart,59.25,60.54,1066,1297,320,61.62,4,2,1,5.09,Normal
18:59.5,smart_light_1,smart,86.67,25.06,1052,1384,671,51.87,9,6,0,2.96,Normal
19:00.5,camera_45,camera,25.98,64.66,744,1169,168,431.2,3,3,0,10.43,Normal
19:01.5,camera_45,camera,19.08,36.33,547,1450,831,47.74,3,7,0,4.13,Normal
19:02.5,camera_30,camera,35.51,10.98,1175,216,206,334.92,6,6,0,16.52,Normal
19:03.5,camera_1,camera,20.97,26.51,1315,1002,83,65.11,5,10,1,15.01,Normal
19:04.5,camera_25,camera,61.47,60.85,862,1323,897,310.68,7,3,0,9.25,Normal
19:05.5,sensor_40,sensor,31.55,57.72,1224,401,627,318.82,9,6,1,15.19,Normal
19:06.5,sensor_26,sensor,74.9,52.82,1094,374,581,337.9,8,3,0,3.31,Normal
19:07.5,thermostat_2,thermostat,36.14,69.36,657,731,621,369.06,3,2,1,17.28,Anomaly_Injection
19:08.5,camera_13,camera,39.13,29.57,1052,546,508,178.54,8,2,1,9.99,Normal
19:09.5,sensor_41,sensor,15.23,14.25,553,617,42,429.17,5,9,1,10.96,Anomaly_Spoofing
19:10.5,camera_41,camera,62.14,26.32,789,342,418,320.88,3,9,1,17.67,Normal
19:11.5,smart_light_41,smart,33.5,32.78,1382,589,140,225.23,4,5,1,9.9,Anomaly_DoS
19:12.5,smart_light_36,smart,59.01,34.73,1069,461,839,481.81,1,8,1,2.33,Anomaly_Injection
19:13.5,camera_19,camera,50.8,56.73,1366,949,864,270.73,7,9,1,18.47,Normal
19:14.5,camera_42,camera,64.2,46.2,893,651,154,389.67,4,4,0,1.9,Normal
19:15.5,thermostat_1,thermostat,66.32,67.3,166,689,483,132.56,8,7,0,10.62,Anomaly_Injection
19:16.5,smart_light_49,smart,55.79,36.85,375,1205,535,135.63,4,10,1,11.12,Normal
19:17.5,camera_7,camera,54.41,51.83,261,836,349,292.2,6,3,1,4.61,Normal
19:18.5,sensor_47,sensor,19.65,55.33,1042,1300,249,79.49,9,7,1,0.8,Normal
19:19.5,thermostat_47,thermostat,43.29,47,1069,1218,559,33.86,9,1,0,12.8,Normal
19:20.5,sensor_41,sensor,76.53,41.09,87,133,772,122.01,8,9,1,5.05,Normal
19:21.5,thermostat_21,thermostat,30.73,17.34,219,199,46,133.67,1,10,0,14.07,Anomaly_DoS
19:22.5,thermostat_6,thermostat,59.3,22.91,1294,435,537,409.29,4,3,1,5.02,Normal
19:23.5,camera_40,camera,78.85,15.55,979,1259,711,199.64,9,2,0,2.72,Normal
19:24.5,sensor_7,sensor,66.92,63.86,922,733,952,243.85,3,9,0,10.3,Anomaly_DoS
19:25.5,camera_11,camera,74.07,22.23,562,852,843,212.16,5,6,0,2.45,Normal
19:26.5,camera_14,camera,17.53,26.01,1031,326,877,451.4,3,10,1,2.11,Normal
19:27.5,smart_light_34,smart,42.9,69.53,170,157,248,352.49,4,5,1,14.73,Normal
19:28.5,thermostat_7,thermostat,42.38,15.93,1497,1024,633,256.9,1,6,0,19.7,Normal
19:29.5,thermostat_42,thermostat,47.26,13.1,521,59,509,381.97,9,7,0,16.87,Normal
19:30.5,sensor_24,sensor,31.69,36.03,784,1030,737,427.79,3,5,1,2.23,Normal
19:31.5,thermostat_29,thermostat,24.21,80.75,207,485,199,73.15,5,6,0,7.59,Normal
19:32.5,smart_light_16,smart,68.13,39.44,837,1232,529,229.94,2,10,0,11.19,Normal
19:33.5,camera_39,camera,17.93,17.87,682,783,747,239.13,6,3,1,18.4,Anomaly_DoS
19:34.5,thermostat_15,thermostat,85.2,29.79,689,801,449,482.42,3,6,0,10.38,Normal
19:35.5,camera_39,camera,20.06,57.24,498,1210,134,442.3,4,7,1,8.15,Anomaly_Spoofing
19:36.5,camera_1,camera,71.07,32.67,1287,423,732,46.81,7,3,1,5.25,Normal
19:37.5,camera_28,camera,68.16,72.01,263,258,746,101.56,1,3,0,1.23,Normal
19:38.5,camera_34,camera,12.09,78.06,1299,837,514,137.06,5,8,1,18.63,Normal
19:39.5,camera_42,camera,55.62,14.26,65,1308,220,22.29,7,3,0,16.39,Normal
19:40.5,sensor_49,sensor,32.9,72.37,1208,735,938,425.44,1,3,0,18,Normal
19:41.5,sensor_10,sensor,53.29,45.15,1436,434,441,108.14,8,4,1,1.35,Normal
19:42.5,smart_light_17,smart,11.25,21.38,953,185,921,345.66,7,6,1,19.45,Normal
19:43.5,smart_light_3,smart,14.59,58.97,1349,929,462,31.06,2,5,1,18.42,Normal
19:44.5,thermostat_41,thermostat,88.29,46.92,1348,722,163,61.02,8,1,0,18.76,Normal
19:45.5,sensor_24,sensor,42.78,19.52,1271,521,489,496.74,7,5,0,14.43,Normal
19:46.5,thermostat_19,thermostat,32.51,29.27,447,901,937,348.95,3,0,1,12.84,Normal
19:47.5,thermostat_34,thermostat,21.12,42.02,1334,380,560,56.95,1,6,0,1.38,Normal
19:48.5,thermostat_41,thermostat,26.79,44.18,1373,528,633,286.86,2,0,0,9.5,Normal
19:49.5,smart_light_13,smart,21.2,33.19,160,332,375,319.77,2,2,0,11.9,Normal
19:50.5,thermostat_36,thermostat,29.41,14.97,1377,85,842,365.27,3,5,0,14.36,Normal
19:51.5,sensor_24,sensor,31.02,69.55,159,57,142,365.09,9,5,0,13.06,Normal
19:52.5,sensor_36,sensor,80.14,12,621,867,408,362.95,2,8,1,5.25,Normal
19:53.5,sensor_15,sensor,50.57,59.83,204,457,284,252.45,9,10,0,7.82,Normal
19:54.5,sensor_40,sensor,78.7,40.05,492,146,711,158.54,7,1,0,7.31,Anomaly_DoS
19:55.5,smart_light_30,smart,11.26,21.85,1168,332,234,180.01,2,8,1,10.77,Normal
19:56.5,smart_light_5,smart,51.13,57.37,1450,188,387,259.76,9,8,1,12.65,Normal
19:57.5,sensor_26,sensor,43.75,13.87,1139,840,677,172.35,3,8,1,12.68,Normal
19:58.5,sensor_40,sensor,43.88,36.32,325,615,934,72.52,2,3,1,12.11,Normal
19:59.5,smart_light_47,smart,29.25,75.37,1277,635,681,392.57,3,0,0,6.37,Normal
20:00.5,smart_light_35,smart,10.22,27.62,1025,669,632,128.4,6,2,1,4.89,Normal
20:01.5,thermostat_1,thermostat,66.49,21.74,441,317,30,457.8,1,1,0,8.31,Normal
20:02.5,sensor_17,sensor,38.34,23.68,672,760,270,272.56,6,2,0,10.41,Normal
20:03.5,smart_light_46,smart,81.85,20.29,1260,226,432,93.41,6,0,1,6.91,Normal
20:04.5,sensor_30,sensor,46.16,22.3,715,1107,934,156.38,4,3,1,15.66,Normal
20:05.5,camera_10,camera,54.62,65.48,1179,1103,952,371.17,2,5,1,16.02,Normal
20:06.5,camera_16,camera,17.13,39.78,533,243,111,158.9,7,1,1,4.12,Anomaly_DoS
20:07.5,camera_5,camera,87.61,10.38,857,842,277,305.83,6,1,0,13.76,Normal
20:08.5,smart_light_45,smart,79.86,17.54,1254,40,66,455.63,7,3,1,12.85,Normal
20:09.5,smart_light_32,smart,51.43,68.5,1096,522,497,251.52,4,0,1,13.64,Normal
20:10.5,camera_50,camera,74.89,81.65,625,1050,565,106.85,3,10,1,16.98,Normal
20:11.5,thermostat_29,thermostat,74.62,73.86,73,1485,559,262.91,7,3,1,2.63,Anomaly_DoS
20:12.5,camera_37,camera,28.29,80.65,318,511,249,252.03,8,4,0,16.75,Normal
20:13.5,sensor_46,sensor,36,15.57,177,1226,431,414.2,1,5,0,0.7,Normal
20:14.5,thermostat_40,thermostat,35.24,25.31,971,882,894,398.46,1,2,0,17.74,Normal
20:15.5,thermostat_40,thermostat,19.6,24.75,762,176,230,234.9,3,6,1,18.93,Normal
20:16.5,sensor_30,sensor,22.96,52.99,751,684,237,111.56,3,9,0,11.85,Anomaly_DoS
20:17.5,smart_light_20,smart,56.47,67.94,462,1067,882,431.79,5,10,1,13.23,Normal
20:18.5,camera_8,camera,76.53,21.64,1436,907,286,271.56,7,6,0,16.42,Anomaly_Spoofing
20:19.5,sensor_32,sensor,34.65,35.67,1228,1260,688,348.06,3,0,1,19.12,Normal
20:20.5,camera_10,camera,78.02,75.38,301,1475,448,347.3,9,6,1,2.02,Normal
20:21.5,sensor_35,sensor,35.46,37.62,1163,450,393,202.18,9,2,1,0.07,Normal
20:22.5,smart_light_21,smart,21.23,79.62,918,145,476,469.71,7,6,0,5.12,Normal
20:23.5,sensor_38,sensor,44.76,46.8,1149,1169,297,368.53,9,7,0,1.45,Anomaly_Spoofing
20:24.5,camera_49,camera,75.22,54.51,577,1186,329,180.85,5,8,1,9.15,Normal
20:25.5,camera_16,camera,20.64,11.89,952,509,525,118.63,6,5,0,6.62,Normal
20:26.5,sensor_8,sensor,58.86,60.77,14,652,727,375.09,4,2,0,16.42,Normal
20:27.5,smart_light_49,smart,62.02,84.19,773,569,919,213.66,6,5,0,16.52,Anomaly_Injection
20:28.5,smart_light_27,smart,46.85,43.14,439,1443,944,243.61,3,0,1,2.56,Anomaly_Injection
20:29.5,thermostat_33,thermostat,48.22,77.05,1305,183,488,411.49,8,7,0,18.69,Normal
20:30.5,sensor_2,sensor,26.25,41.11,1432,413,338,128.32,5,1,0,10.59,Normal
20:31.5,thermostat_26,thermostat,75.37,40.96,382,1247,651,95,6,8,1,9.2,Normal
20:32.5,smart_light_4,smart,77.66,55.12,1188,700,980,403.9,6,2,1,16.26,Normal
20:33.5,smart_light_5,smart,35.63,83.31,628,561,788,322.68,7,4,0,15.59,Normal
20:34.5,sensor_21,sensor,60.92,73.34,1092,870,762,258.96,5,7,0,6.79,Normal
20:35.5,camera_4,camera,77.77,32.45,384,337,662,115.75,8,9,0,13.96,Normal
20:36.5,smart_light_45,smart,73.19,20.56,32,131,678,69.59,5,0,1,16.06,Normal
20:37.5,camera_29,camera,38.61,13.53,1326,1065,40,175.76,4,0,0,17.37,Anomaly_DoS
20:38.5,camera_1,camera,16.87,67.75,1461,584,28,135.27,2,0,1,15.78,Anomaly_Injection
20:39.5,thermostat_11,thermostat,38.11,77.37,1371,559,606,473.2,1,6,1,15.46,Normal
20:40.5,sensor_11,sensor,13.92,43.27,773,828,849,119.12,4,5,0,5.49,Normal
20:41.5,smart_light_17,smart,57.23,51.86,1183,274,817,187.29,6,9,1,4.57,Anomaly_Spoofing
20:42.5,smart_light_6,smart,48.2,22.49,1031,77,603,380.53,8,2,0,16.35,Normal
20:43.5,thermostat_5,thermostat,81.56,56.08,87,1456,779,304.7,5,5,1,1.95,Normal
20:44.5,smart_light_27,smart,10.84,42.64,1460,793,395,238.52,3,5,0,19.53,Normal
20:45.5,thermostat_24,thermostat,20.66,62.14,682,237,589,305.48,2,3,1,9.22,Normal
20:46.5,thermostat_6,thermostat,81.89,18.56,1463,22,624,289.56,1,4,0,12.41,Normal
20:47.5,sensor_9,sensor,73.74,14.38,757,1097,794,414.95,1,1,0,13.27,Normal
20:48.5,camera_8,camera,67.65,30.61,1463,1080,917,353.15,2,0,1,5.18,Normal
20:49.5,camera_45,camera,43.86,42.15,971,873,90,423.46,8,3,1,17.02,Normal
20:50.5,thermostat_33,thermostat,27.59,33.92,1106,614,450,306.49,1,8,1,0.61,Normal
20:51.5,thermostat_36,thermostat,14.8,26.71,1472,156,884,77.57,7,9,1,12.73,Anomaly_DoS
20:52.5,smart_light_1,smart,68.25,16.5,1130,496,255,319.79,1,9,1,4.83,Anomaly_Injection
20:53.5,camera_4,camera,54.22,68.48,1304,645,976,391.36,4,1,0,7.83,Normal
20:54.5,sensor_5,sensor,45.19,66.04,486,162,565,316.09,9,10,1,2.69,Normal
20:55.5,thermostat_32,thermostat,52.67,26.22,1136,537,639,102.75,6,2,1,0.31,Normal
20:56.5,sensor_36,sensor,77.26,54.28,338,508,154,343.05,4,10,1,19.09,Normal
20:57.5,smart_light_6,smart,81.58,71.06,404,444,411,460.77,5,6,1,1.92,Normal
20:58.5,camera_22,camera,28.67,13.57,95,1385,618,68.63,6,4,1,19.43,Normal
20:59.5,thermostat_49,thermostat,11.22,65.88,272,571,118,23.1,1,10,0,11.46,Normal
21:00.5,thermostat_50,thermostat,82.09,11.62,103,252,973,101.71,5,8,1,0.84,Normal
21:01.5,sensor_46,sensor,78.05,81.07,1136,849,252,105.86,5,0,1,5.81,Normal
21:02.5,sensor_49,sensor,63.64,29.88,263,876,762,55.41,6,6,0,16.31,Anomaly_DoS
21:03.5,smart_light_13,smart,10.51,26.79,454,30,679,221.3,6,7,1,8.1,Normal
21:04.5,camera_19,camera,23.91,48.68,1087,240,356,372.54,6,3,1,19.99,Anomaly_Injection
21:05.5,thermostat_9,thermostat,23.88,35.81,305,373,199,494.77,6,0,1,1.69,Normal
21:06.5,camera_43,camera,51.65,16.21,591,963,52,42.26,3,3,1,13.18,Normal
21:07.5,camera_8,camera,83.97,30.39,1435,826,505,69.54,9,4,0,15.83,Normal
21:08.5,sensor_25,sensor,10.26,69.47,834,158,702,339.72,7,6,0,17.51,Normal
21:09.5,camera_34,camera,70.81,78.32,579,847,985,303.27,4,4,0,9.34,Anomaly_DoS
21:10.5,smart_light_38,smart,69.1,37.39,81,1372,484,269.01,4,1,1,18.4,Normal
21:11.5,camera_49,camera,24.77,39.3,575,759,969,116.1,6,9,1,11.16,Normal
21:12.5,thermostat_1,thermostat,30.99,41,639,355,487,109.17,2,0,1,16.98,Normal
21:13.5,smart_light_45,smart,84.71,39.22,25,1336,792,219.67,6,0,1,18.28,Normal
21:14.5,camera_13,camera,89.01,44.95,709,1307,747,402.14,6,0,0,7.3,Anomaly_Injection
21:15.5,smart_light_34,smart,25.26,81.46,236,676,480,447.47,7,8,1,4.81,Normal
21:16.5,camera_46,camera,26.03,81.04,74,1343,221,63.19,3,3,1,11.04,Normal
21:17.5,thermostat_34,thermostat,78.85,60.74,1161,1371,10,332.52,4,8,1,12.26,Normal
21:18.5,thermostat_20,thermostat,14.23,21.28,1079,1323,500,113.03,7,7,0,1.03,Normal
21:19.5,smart_light_45,smart,68.32,70.65,100,611,126,413.84,8,6,0,18.45,Anomaly_Injection
21:20.5,smart_light_28,smart,20.58,63.99,1334,666,331,362.96,4,8,0,8.91,Normal
21:21.5,sensor_49,sensor,67.76,43.94,1238,1060,947,278.71,6,0,0,1.18,Normal
21:22.5,camera_17,camera,71.83,56.66,726,1458,398,85,3,0,0,18.21,Normal
21:23.5,thermostat_7,thermostat,26.77,82.43,1022,310,71,246.91,5,0,0,6.98,Normal
21:24.5,sensor_46,sensor,13.63,79.35,901,731,359,344.9,5,1,0,16.96,Normal
21:25.5,sensor_6,sensor,54.54,49.14,305,119,215,97.45,7,2,1,5.11,Normal
21:26.5,smart_light_15,smart,64.06,53.61,383,922,697,28.81,6,1,1,15.44,Normal
21:27.5,sensor_49,sensor,19.12,39.4,450,960,762,482.98,5,10,0,14.37,Anomaly_Spoofing
21:28.5,sensor_27,sensor,51.91,36.89,314,1332,586,327.47,6,4,0,4.74,Normal
21:29.5,thermostat_25,thermostat,35.83,73.36,679,31,439,131.7,8,9,1,10.24,Normal
21:30.5,smart_light_7,smart,89.53,12.44,832,88,287,130.31,3,2,0,19.62,Anomaly_Injection
21:31.5,sensor_24,sensor,32.27,22.33,1427,941,290,336.42,8,5,1,0.34,Normal
21:32.5,smart_light_7,smart,28.8,52.82,771,637,35,476.52,7,8,1,19.91,Normal
21:33.5,sensor_36,sensor,79.98,53.02,534,254,215,436.64,8,10,0,17.21,Anomaly_DoS
21:34.5,sensor_33,sensor,78.86,23.98,1282,196,417,496.49,7,0,0,12.94,Normal
21:35.5,thermostat_30,thermostat,28.15,65.25,825,727,237,79.89,3,7,0,10.1,Normal
21:36.5,sensor_45,sensor,87.17,28.94,1019,271,410,152.73,4,0,1,4.45,Normal
21:37.5,thermostat_18,thermostat,87.85,34.9,1309,512,515,458.84,2,7,1,9.22,Normal
21:38.5,camera_5,camera,85.85,73.85,815,368,548,421.15,7,10,0,10.18,Anomaly_DoS
21:39.5,sensor_14,sensor,29.59,57.77,453,28,382,116.87,9,9,0,2.42,Normal
21:40.5,smart_light_6,smart,37.13,26.11,261,747,981,203.36,5,7,0,12.73,Normal
21:41.5,smart_light_24,smart,65.43,43.82,129,1260,554,244.75,8,4,1,11.97,Normal
21:42.5,camera_2,camera,26.99,41.75,1035,1478,614,113.32,1,10,0,6.07,Anomaly_DoS
21:43.5,smart_light_24,smart,44.23,56.7,300,134,227,276.53,2,7,1,3.07,Normal
21:44.5,sensor_6,sensor,81.69,16.7,1051,46,589,415.95,5,8,1,5.11,Normal
21:45.5,thermostat_8,thermostat,11.63,10.75,1233,945,457,262.99,5,2,1,7.17,Anomaly_DoS
21:46.5,sensor_41,sensor,76.44,84.52,771,745,927,337.94,6,5,1,1.24,Normal
21:47.5,smart_light_43,smart,49.16,55.11,1229,1102,990,57.59,5,0,1,2.22,Normal
21:48.5,smart_light_35,smart,74.31,53.13,418,666,931,394.19,5,10,0,16.02,Anomaly_DoS
21:49.5,smart_light_30,smart,12.45,77.28,1130,1196,538,353.57,6,9,0,16.26,Normal
21:50.5,smart_light_21,smart,66.37,47.71,136,1491,355,385,6,2,1,19.56,Normal
21:51.5,thermostat_43,thermostat,87.11,42.59,1279,189,215,295.2,2,10,1,2.38,Normal
21:52.5,thermostat_44,thermostat,26.23,34.93,1473,141,89,41.04,3,3,1,2.24,Normal
21:53.5,smart_light_12,smart,13.53,43.38,1208,158,110,409.48,3,6,1,10,Anomaly_DoS
21:54.5,thermostat_8,thermostat,72.47,40.66,39,630,887,78.79,7,9,0,9.95,Anomaly_Injection
21:55.5,camera_6,camera,52.56,72.25,1180,1477,172,141.79,7,7,0,16.78,Normal
21:56.5,camera_36,camera,75.76,44.24,170,556,284,265.18,2,8,1,12.78,Normal
21:57.5,sensor_9,sensor,87.23,65.15,1476,1070,742,275.29,9,10,0,7.19,Normal
21:58.5,smart_light_31,smart,71.13,10.12,1215,448,88,367.33,5,6,0,5.73,Normal
21:59.5,thermostat_32,thermostat,70.33,41.93,978,1496,8,427.02,6,6,1,7.44,Normal
22:00.5,thermostat_3,thermostat,86.11,80.43,100,1047,604,345.33,9,1,0,19.81,Normal
22:01.5,camera_45,camera,29.62,32.03,1104,1056,150,475.17,8,5,1,6.63,Normal
22:02.5,thermostat_38,thermostat,56.44,64.29,1324,1484,708,300.94,9,9,1,10.32,Normal
22:03.5,smart_light_20,smart,28.24,17.08,246,892,673,391.5,3,2,1,7.41,Normal
22:04.5,sensor_42,sensor,73.74,20.93,1292,430,462,128.98,2,5,0,15.11,Normal
22:05.5,thermostat_20,thermostat,73.51,34.38,1353,1021,525,427.33,8,4,1,11.99,Normal
22:06.5,thermostat_2,thermostat,56.74,61.35,858,872,600,174.58,7,5,0,7.16,Normal
22:07.5,camera_46,camera,61.81,64.49,839,356,580,412.23,1,8,1,13.17,Anomaly_DoS
22:08.5,thermostat_7,thermostat,18.67,58.58,425,1337,398,204.69,8,9,1,19.26,Normal
22:09.5,camera_36,camera,12.3,46.8,853,1390,596,297.17,7,8,1,15.82,Normal
22:10.5,thermostat_20,thermostat,47.49,22.08,1284,255,980,194.15,9,2,0,14.03,Normal
22:11.5,thermostat_40,thermostat,79.22,80.69,1007,1172,207,203.36,4,6,1,3.42,Normal
22:12.5,thermostat_9,thermostat,54.84,65.94,385,1092,826,27.28,8,9,1,4.34,Normal
22:13.5,sensor_6,sensor,11.36,70.11,1185,30,76,462.31,9,2,1,10.44,Normal
22:14.5,sensor_13,sensor,78.33,32.36,240,1464,580,162.22,5,6,1,12.02,Normal
22:15.5,smart_light_31,smart,36.5,67.53,69,369,315,367.29,8,1,1,12.5,Anomaly_DoS
22:16.5,thermostat_44,thermostat,36.52,29.62,601,664,596,345.28,4,8,0,2.4,Normal
22:17.5,camera_49,camera,45.16,37.12,99,316,417,285.5,5,4,1,4.25,Normal
22:18.5,thermostat_43,thermostat,28.47,63.32,518,292,455,256.75,2,10,0,9.34,Normal
22:19.5,thermostat_19,thermostat,69.86,22.8,544,161,219,227.46,9,10,0,13.98,Normal
22:20.5,camera_38,camera,84.52,17.85,1413,771,285,425.49,6,7,1,1.81,Anomaly_Injection
22:21.5,thermostat_32,thermostat,52.82,58.14,36,828,366,239.29,1,4,0,10.06,Normal
22:22.5,smart_light_13,smart,88.78,65.36,1392,423,385,331.53,7,10,0,6.08,Anomaly_Injection
22:23.5,sensor_39,sensor,37.81,19.88,1021,529,143,324.31,1,2,0,19,Normal
22:24.5,thermostat_10,thermostat,61.28,55.59,974,481,237,277.67,9,6,1,5.62,Normal
22:25.5,thermostat_38,thermostat,67.31,82.99,828,693,749,87.87,1,4,0,7.04,Normal
22:26.5,camera_8,camera,76.98,15.81,890,86,503,82.43,6,6,1,6.2,Normal
22:27.5,sensor_22,sensor,39.65,14.72,1166,907,583,335.88,6,7,1,7.05,Normal
22:28.5,camera_29,camera,31.96,32.31,1218,262,489,320.32,5,4,0,11.07,Normal
22:29.5,camera_6,camera,77.12,34.7,525,257,751,119.5,5,9,0,17.08,Normal
22:30.5,thermostat_14,thermostat,17.85,22.64,283,210,945,375.18,5,5,1,5.95,Normal
22:31.5,camera_5,camera,19.22,11.78,978,762,594,100.39,6,4,0,4.09,Normal
22:32.5,sensor_19,sensor,13.28,75.41,1242,887,915,390.68,3,9,1,18.29,Normal
22:33.5,smart_light_13,smart,41.05,83.75,1049,320,398,339.36,8,2,0,11.53,Normal
22:34.5,camera_23,camera,69.23,46.12,434,1060,825,172.54,4,8,0,6.76,Normal
22:35.5,camera_31,camera,21.64,67.49,770,251,349,375.56,4,2,1,1.44,Anomaly_DoS
22:36.5,camera_35,camera,18.44,84.86,647,957,621,99.73,4,0,0,14.29,Anomaly_DoS
22:37.5,camera_14,camera,43.98,54.2,562,404,23,223.66,4,2,0,9.21,Anomaly_Injection
22:38.5,camera_17,camera,10.52,48.8,185,749,345,41.01,2,9,1,5.16,Normal
22:39.5,smart_light_48,smart,28.67,55.26,75,671,817,157.03,6,7,0,18.45,Anomaly_DoS
22:40.5,smart_light_44,smart,73.08,72.35,662,134,489,54.99,5,6,1,9.94,Normal
22:41.5,camera_25,camera,75.37,50.98,160,690,733,70.09,5,8,0,10.1,Anomaly_Spoofing
22:42.5,camera_32,camera,84.48,68.29,374,1213,431,259.36,4,5,0,1.81,Normal
22:43.5,sensor_22,sensor,89.2,16.49,134,188,280,281.64,7,1,1,15.28,Normal
22:44.5,smart_light_12,smart,50.16,73.43,41,69,647,243.13,5,8,1,4.36,Normal
22:45.5,thermostat_33,thermostat,76.98,47.74,324,216,995,369.16,5,2,0,11.33,Anomaly_Spoofing
22:46.5,camera_20,camera,18.82,64.11,1379,1346,788,333.3,3,1,0,6.89,Normal
22:47.5,sensor_1,sensor,76.54,63.75,1485,136,351,442.24,1,2,0,6.72,Normal
22:48.5,smart_light_41,smart,87.94,51,469,1395,350,84.07,6,3,1,14.29,Normal
22:49.5,smart_light_44,smart,16.35,56.66,564,195,637,149.16,2,1,1,1.87,Anomaly_DoS
22:50.5,smart_light_28,smart,42.11,56.55,1463,513,614,76.45,9,5,0,14.81,Normal
22:51.5,thermostat_42,thermostat,66.93,51.08,849,675,50,53.84,2,3,0,3.76,Normal
22:52.5,sensor_1,sensor,14.58,47.25,768,903,788,469.3,9,2,0,17.99,Normal
22:53.5,thermostat_50,thermostat,69.33,60.28,185,988,161,377.87,2,0,0,13.63,Normal
22:54.5,camera_7,camera,15.78,33.51,567,477,314,275.57,8,8,0,17.47,Normal
22:55.5,smart_light_39,smart,15.88,24.43,470,1028,405,248.85,8,0,0,12.84,Normal
22:56.5,sensor_37,sensor,57,53.5,307,174,330,388.85,8,8,0,15.95,Anomaly_DoS
22:57.5,sensor_17,sensor,22.62,78.92,587,1258,628,400.83,1,1,0,8.69,Anomaly_Injection
22:58.5,thermostat_18,thermostat,58.51,37.74,1186,1088,392,230.69,5,10,0,10.9,Normal
22:59.5,smart_light_49,smart,33.86,27.18,177,219,470,338.94,6,10,0,9.13,Anomaly_Spoofing
23:00.5,camera_20,camera,59.5,81.93,1473,1268,914,85.26,3,0,1,19.08,Normal
23:01.5,smart_light_9,smart,20.42,75.6,664,1462,717,181.78,2,5,0,4.78,Normal
23:02.5,smart_light_19,smart,66.34,34.08,1424,806,527,407.43,8,2,0,13.74,Normal
23:03.5,camera_44,camera,86.17,53.48,1351,710,763,132.36,8,6,0,7.06,Normal
23:04.5,smart_light_36,smart,68.08,34.18,1430,294,529,209.39,5,6,0,4.61,Normal
23:05.5,smart_light_7,smart,50.29,19.89,354,1011,471,258.51,9,1,0,4.3,Normal
23:06.5,sensor_2,sensor,54.14,49.86,673,1246,569,413.8,8,3,0,1.42,Normal
